0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5E-324,0
5E-324,5E-324
1.5E-323,1.5E-323
4E-323,4E-323
1.14E-322,1.1E-322
3.26E-322,3.1E-322
9.14E-322,8.74E-322
2.59E-321,2.48E-321
7.3E-321,6.996E-321
2.0603E-320,1.9733E-320
5.807E-320,5.5607E-320
1.6353E-319,1.5661E-319
4.6022E-319,4.40736E-319
1.29423E-318,1.23944E-318
3.636975E-318,3.483005E-318
1.021296E-317,9.7806E-318
2.8657967E-317,2.7444744E-317
8.035669E-317,7.695482E-317
2.25154934E-316,2.1562308E-316
6.3041082E-316,6.037226E-316
1.76379707E-315,1.68912734E-315
4.931242255E-315,4.72247986E-315
1.377675155E-314,1.3193517653E-314
3.846095642E-314,3.683272544E-314
1.07294163554E-313,1.02751903115E-313
2.99098945895E-313,2.8643669788E-313
8.33175387E-313,7.97903201877E-313
2.31921358723E-312,2.22103050086E-312
6.45101166016E-312,6.177910364745E-312
1.7930717673037E-311,1.7171627086597E-311
4.980240129552E-311,4.769403426332E-311
1.3822470118362E-310,1.323730073811E-310
3.8335735635139E-310,3.67128058352545E-310
1.06244072268467E-309,1.017462670721185E-309
2.94230968335507E-309,2.817748044286677E-309
8.14244472320356E-309,7.79773720771542E-309
2.251666270361113E-308,2.156342775741273E-308
6.222085732460696E-308,5.958675935169876E-308
1.718109047694184E-307,1.6453735092531748E-307
4.74076277778918E-307,4.54006426349734E-307
1.3071592155992382E-306,1.2518210928518273E-306
3.601567173079617E-306,3.449096101515807E-306
9.916018190821246E-306,9.496227070305242E-306
2.728135115897846E-305,2.6126404813396006E-305
7.500275256368307E-305,7.18275375797455E-305
2.0604937132258427E-304,1.973263441150311E-304
5.656504681288341E-304,5.417038557621883E-304
1.551700047259522E-303,1.4860093749545065E-303
4.253536473965686E-303,4.073464512801417E-303
1.1651324943805625E-302,1.1158070226081963E-302
3.189210851177654E-302,3.054196738555621E-302
8.723161581558222E-302,8.353869623405693E-302
2.38422570823463E-301,2.283290356729392E-301
6.511837903244391E-301,6.236161550355899E-301
1.7772256043018718E-300,1.701987387360095E-300
4.8469027614578004E-300,4.641710848523646E-300
1.320896586692246E-299,1.2649768972017027E-299
3.597129675076746E-299,3.444846463420317E-299
9.788725183326492E-299,9.374322967229759E-299
2.6618215883185086E-298,2.54913431347988E-298
7.232934221149195E-298,6.926730510860993E-298
1.9639609726233017E-297,1.880817379955189E-297
5.328855656120403E-297,5.103260437969078E-297
1.4448335749274546E-296,1.3836670569051933E-296
3.9145735667069343E-296,3.7488514802517723E-296
1.0598242649383097E-295,1.0149569797874688E-295
